,0,1
392595,-1,@lemongeneration great too!! but i miss kage fucking hard!!  Night!!sweet dreams!
788311,-1,It's like 95 degrees out and I graduate today! Woo! Also who's going to Buffalo tomorrow?! It'll be my second last show ever there. 
746672,-1,@alexisamore that's awesome beautiful! But they don't have tamales over there!!!! 
867987,1,@musicalmover 10th of May is Mother's Day 
930748,1,@kiala its not the same thing  I think she will like this better.
525010,-1,"@MsJerzi  you are only as old as you fel.. U aint gotta ignore me, I can just leave you alone.. geez... "
933588,1,"Finished history, going to bed "
1189299,1,I'll be back in Akureyri in approximately 7 days and 182 hours.  happy happy happy
1112163,1,summer 0'9 guna b amaz&lt;3 going to make a list on tumblr soon .lalalalal 
256482,-1,Sushi lunch!! I hate how everything is closed on Sundays in midtown 
1333867,1,@suzannehih loved Suzy Chapstick. lol. This is lipgloss that has a light inside the top so and it turns on when you open it. 
430136,-1,Still couldn't fund a blazer I like that's less than Â£200 
179561,-1,@philthemayor1 dagnabbitt... u kno I wanna go... gotta do a couple laps in the pool though.... 
1225786,1,EA announced that the next Crysis title (2) will use the CryEngine 3.0. BTW it will come to the NextGen consoles too. My precious 360. 
930953,1,"Mavs &amp; Caps survive, Blackhawks advance. All is good tonight "
1151023,1,"Good morgnin', felas. 'Sup ya'll? "
537455,-1,@zimmermanem i'm still at work! 
637769,-1,@Lauren_Zim It was so that I could fit in the words I wanted into the 140 characters... 
295193,-1,@sbarksdale2 so I walk into my house all excited cuz it's clean and smelling good....then I got 2 my room 
887378,1,@shiruba @Erlinho i'm much more concerned about the right UI .. spending waaaay to much time on a good look 
940357,1,@petertravers Watched Angels &amp; Demons today. Thought Ewan McGregor gave a great performance. And Tom Hanks looks pretty buff. 
592220,-1,wants more followers 
1031009,1,@mileycyrus it's definitely fun! you should try it sometime. 
1171659,1,finally found my calculator good thing seeing as i ave a calculator exam tomorrow lol 
474836,-1,hates having hangovers whilst at work 
1508448,1,"Please help us grow folks &gt;&gt;  http://is.gd/12eUg &lt;&lt; Leave a msg, tell your friends, pleeeaase retweet! "
1441171,1,"It's been a long day, off to sleep "
1515606,1,"@andyclemmensen 350 exactly!  im ashamed to say it, but i counted lol"
1125539,1,Congrats to Diversity they were brilliant. All the best to them 
165064,-1,To eat or not to eat? Its gonna be my last meal for the next 2 weeks. 
586849,-1,Ugh..167 Queen Anne Rd 
6901,-1,Gearing up for a long workday...I strongly dislike people who arrive late to get their kids!!!!!!! 
695150,-1,Dunno what to do today 
980467,1,@PrincessVinca U HAVE to watch grey's immediately. season 5 finale is F*ing awesome.. see it like rite now. 
985018,1,I just Love how over 3/4 of the music on my iPod is mums 80's and that I'm getting up at 5am to do my history 
1333984,1,Gettin' ready for another round with the doctor... 
58194,-1,"@kyleandjackieo can't believe I finally got thru 4 the Twilight comp on Friday, gave my first name then it cut out "
529033,-1,"I don't normally curse on Twitter, but fuck! I washed my dress watch.  I needed to change the battery anyway, but damn man...FAIL."
1302557,1,"@ILoveKenya you could not outrun me...no way, no how.  consider yourself lucky that I'm not close by little girl haha"
628556,-1,"ut oh, I think I broke Twitter.  "
403055,-1,missed national doughnut day. gutted? 
1182999,1,Aah. My eyes starting to ache now! Need to sleep now. Night everyone. 
158337,-1,Wanted to wear my green vans but i dont have them on mee  http://myloc.me/1Xwj
770927,-1,Has to go to the dentist tomorrow 
290022,-1,@JasonBradbury i missed tonights episode  byt i think it wus set to record...
180868,-1,@katerehmann oh no haha cabin = bad news! Unfortunately I work both jobs tomorrow 
1309147,1,@DjRioBlackwood ok babes 
1374498,1,@jazzjeet LOL! me too! XD it also helped that he was the mac guy in mac vs pc commercials 
1274459,1,@naser_ona Nah you're not dumb! I forgot to thank you for that link earlier. Funny stuff! 
196567,-1,I really meed to lose weight 
915194,1,"@iamjonathancook goodnight, God bless "
1078931,1,about to go to sleep.. lots of exit projects 2 do this weekend. procrastination sucks. -_- mtv movie awards sunday! niqht niqht tweeters! 
1110606,1,@WhenIGroUpCoach So cool!  I wish I could come see one of your shows! 
446258,-1,"Tired day, no wait week end! who bringing me the sadness cuz i go back to france and in a sort of way i don't want to! i'll miss my sis "
265977,-1,@dpburland this wasn't short-  she knows she messed up... came to me willingly- after a few a long runs- major up &amp; dwnhill- my feet hurt 
1503870,1,lookin for a job :/  ..and gettin ready for my parents to leave  party!
729145,-1,@Joanne_Luvli sowwie babes i missed ya tweet..  u can still swing by... &quot;Mi casa es su casa&quot; lol
459810,-1,Hairline fracture. Cast for 5 weeks. Tony hawk makes it look so easy 
833942,1,"To those I haven't thanked, Here's my thank you! "
1465826,1,good time at cards last night!! not feeling too bad....yet  graduation in glenco today
1585994,1,@MissPressa Great minds think alike. Suggested same thing.  Shame u didn't make it to SMCSYD. I noticed yr journey on the twitter screen!
588202,-1,@rachael2389 whywhywhy?! im sorry. 
439761,-1,pregnant and inpatient about everything....damn nesting 
119570,-1,Ahhh english tests tomorrow   Atleats i still have double art right?
1377332,1,"I had fun last night with @starchasing, Shasta and Jil. "
1231081,1,"Home from vecation, going out for pizza soon "
704521,-1,i am suffering from mouth ulcers 
863071,1,@prohottie  it's alot easier to tweet with you when you tweet back.  how's TX?
1335821,1,"@KatPowers How lovely! Mine faded weeks ago, so this is a nice treat "
862407,1,"@tonyalomas Ha ha, yes, and thus we left at 6, came back at 8 b4 leaving again and finally got back at 12. She was having a good time "
850612,1,@zawfi yes yes. i love summer mornings. its going to be a hot one today 
1102070,1,@sudosushi i'll help if i can mate 
1487835,1,Sofa's new project teaser: kaleidoscopeapp.com Looks cool 
383999,-1,@InfiniteP not too sure... I'm steadily trying to convince my family to buy houses out here and come live with us...Cgy is low on my list 
1310092,1,is home from school. Will go back tomorrow to finish my enrollment.  Still have workshop later. I hope we fi... http://plurk.com/p/y1dim
942367,1,"@louicanchola since you are praying for my bag issue, I'll pray for Clarissa. "
1091696,1,"@Monicarrrr good morning girly girl, you was in my dream last night "
169322,-1,Hairspray in hair + lighter&amp;bong = new haircut 
1542667,1,Up... But I will begin fully functioning by 4pm... I want some Dairy Queen 
1185342,1,@Haerviu 1 week stronger that I thought...u continue to surprise me 3azizi 
759698,-1,@CATHHHH 3pm! I'm only getting ready now haha so tired 
618628,-1,Hi guys how's everyone me I've not been feeling too great took today off work must be getting a summer cold 
948957,1,Morning everyone 
810173,1,"@amalakar * search at G, right click, save "
218952,-1,@mbmcclenny Sorry I am who I am. 
590893,-1,@courtneycherry all for nothing.   #CWS
187065,-1,@JulyDiva  I'm jealous I want u 2myself besidez Delisa lol enjoy ya nite sis
989170,1,"@Makavelis chiar ne place . cautarea a incetat, thanks! "
481137,-1,is so sleepy from work.....! Really needs a massage  x
1406076,1,cool song. And vid features Jack Black. So it's full of win.  â« http://blip.fm/~7qt37
5484,-1,ughhhhh its snowing  spring is such a tease
314812,-1,wishing my laptop was not broken. it has been over a year since the cable broke. i don't even know where the cable is 
1100603,1,"I graduate today, y'all! Holla! "
1377706,1,@craigross316 dear friend-want 2 trade kids-my kid gets up at like 5:45-take it in like a blessing!! haha!!!  my meds make me so tired 2
1263138,1,@trica I'm guessing @momspective got a rental with navi in it  #wiimoms
842253,1,"@Sheamus  Hi, just recommended you in our &quot;Getting started on Twitter for Musicians&quot; blog, hope you like   http://is.gd/told"
1563093,1,stone temple pilots (or for the fans STP) is putting me in a stella mood as I create in the photoshop world 
376856,-1,missing people hurts.. 
1579677,1,night tweeples! 
1243834,1,@Patlantis happy birthday to you! happy birthday to you! happy birthday dear norris! happy birthday to you  XOXO. have a good one!
1119787,1,"@1sweetwhirl  another big day/night for you, have fun !! "
1487041,1,@camillie29  IM HAPPY TOO!!
519185,-1,"saw Thomash the tank this morning, What happened to Ringo? "
1198378,1,estÃ¡ plurkin' and twittin'  http://plurk.com/p/xhfic
680873,-1,@_sputnik but weight is so much easier to maintain than your skin! 
1048723,1,The new Chandler (Matt &amp; Lauren) child is about to be born. Praying for the fam &amp; their new blessed gift! 
1533331,1,yay first day of the weekday of SUMMER! 
342621,-1,Putting my truck on drive n heading to work.   lol
835613,1,"@jaceypants@tinas71 oh now, we all know the world would collapse if I disappeared.  Who would keep everything spinning?  "
811194,1,@JasonBradbury Waves to the audience 
602187,-1,@PrincessSuperC Hey..how come you werent supportin Britney last night in Manchester?..i was excited to see you perform  x
1473873,1,"@TeamCyrus lol, well good luck!!!! Im so excited! luckly im not in skl on wed, so ima go straigh on the website at 9am  x"
1011183,1,@belindaang Hey thanks!  Hope none of these two tweetups get taken over by those mosquitos roaming at large!
664947,-1,@TheCalicoCat I know  divina said something about needing fresh housemeat so i thought she ment someone was going in!
1291518,1,"@1flyharmony - Same Here Mami, We Gotta Do That Again "
1483165,1,"@JoLynneValerie he's a lad after my own heart!  good choice, well worth a cleaning afternoon.   http://myloc.me/2Wns"
365590,-1,I just walked by Allison. Too chicken to say anything though 
1220901,1,is watching the 'New Moon' trailer. (thanks to Lori)  http://plurk.com/p/xm1w4
215140,-1,is liking the sun! But hates exams and the lack of me being able to go to Milton Keynes saddens me 
992713,1,"@Vangillia no, not really... too many sugars. only if my blood sugar is low "
858205,1,@dine78 pictures as I wanna see the new office. 
330140,-1,Just rediscovered my motion sickness while flying over the Grand Canyon. I closed my eyes for 90% of a $300 helicopter ride 
1535949,1,"http://music.aol.com/song/player/audioplayer.jsp Me likey!  No particular reasons though, I just love the song. )"
1354448,1,@ElizabethTrump Have a good night! 
584405,-1,im freaken exhausted... walked 4 miles!! im super duper duper dark! and i havent eaten. 
5801,-1,my fave hairdresser still isn't back  Hope I don't get a rubbishy cut on Friday! So.many.dead.ends &gt;_&lt;
800957,1,"@alix_says, it's just like school except there's even more homework and everyone's a lot nicer (normally) "
1419091,1,@thomasfiss im a dominican fan 
250485,-1,@Caseyelan page does not exist    i was really looking forward to stan and jules tweets  
405310,-1,"@LuluGodiva Who, me? \O/ @axm9237  My feet got 'et up by skeeters last week and they're still driving me bonkers... damn skeeters! ::-&lt;"
1591802,1,@twiggyandemma I've listened to all 28 episodes in 7 days now - the Mind Dump is surprisingly addictive! Looking forward to the next one 
22811,-1,I really wanna go play in the sunshine! 
1463123,1,taking kate out to breakfast for her birthday 
526277,-1,@Yema Tosh's death makes me sad. The music espically 
1012450,1,@ThomasDral And you 
721874,-1,Recovering from my foot surgury 
1569272,1,"@SweetChikara its a band, listen to them! "
729943,-1,"ugh, heahacheeeeee "
1128783,1,"going to brandons game. concert after, and then charity event tomorrow. "
661964,-1,"So I get to duck out of work early, but thanks to Brown Line delays I'm going to miss my Metra and be stuck in Chicago an extra hour "
1504463,1,"@MontyTheMack I am, aren't I? "
1005636,1,Looking at the Guice framework... looks interesting... can't wait till I have time to do a quick toy project again 
1029781,1,djodylouise thx a bunch 
664303,-1,"@shandreen i know, its ruined the british gp this year "
121825,-1,happened. ( If only we dont have a dance recital that day. 
1521331,1,Big THX to all my subs  I got accepted as YT partner today. Now I can make more detailed reviews for you all  got to study now cya l8tr
349895,-1,Everything's gone wrong ... gloomy  
1306931,1,Photo: sarcastic-icasm: Heh. Another movie poster I must get my hands onâ¦. Â because michael cera is in it  http://tumblr.com/xgp1xqnp3
161526,-1,@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights... 
1579068,1,@Neets68 That's great. Has something special happened or are you just happy?  It's not Friday yet! 
1560525,1,My silly little princess having fun with her toys  http://tinyurl.com/mbwjge
536416,-1,i just said some really hurtfull shitt to someone i dont wanna care about nemore but in reality i love. and i wanna take them back. shit 
786229,-1,So I read in one site that ABDC Season 4 will be starting on August 6. Ahhh still gotta wait for a long time 
419441,-1,@BrookeAdamsTBG5 cry to wait no bawl  is that how u spell it lol
1345112,1,"@lottybea please ask me any questions you wish and I will do my best to help, I recall being where you are right now "
